Offset	Sensor Name                                            Value
11845.5	Vehicle longitudinal acceleration (+ means forward)    0.8m/s²
11845.5	Vehicle lateral acceleration (+ means left)            0.0m/s²
11851.7	Steering wheel angle                                   -2.0°
11861.5	Steering wheel angle                                   -2.0°
11865.3	Vehicle yaw rate                                       0.16°/s
11865.3	Vehicle longitudinal acceleration (+ means forward)    0.88m/s²
11865.3	Vehicle lateral acceleration (+ means left)            0.0m/s²
11871.7	Steering wheel angle                                   -2.0°
11881.5	Steering wheel angle                                   -2.0°
11885.3	Vehicle yaw rate                                       0.16°/s
11885.3	Vehicle longitudinal acceleration (+ means forward)    0.8m/s²
11885.3	Vehicle lateral acceleration (+ means left)            0.0m/s²
11886.4	Displayed vehicle speed                                78.1km/h
11891.6	Steering wheel angle                                   -2.0°
11901.5	Steering wheel angle                                   -2.0°
11905.2	Vehicle yaw rate                                       -0.01°/s
11905.2	Vehicle longitudinal acceleration (+ means forward)    0.8m/s²
11905.2	Vehicle lateral acceleration (+ means left)            0.0m/s²
11911.8	Steering wheel angle                                   -2.0°
11921.5	Steering wheel angle                                   -2.0°
11925.5	Vehicle yaw rate                                       -0.01°/s
11925.5	Vehicle longitudinal acceleration (+ means forward)    0.88m/s²
11925.5	Vehicle lateral acceleration (+ means left)            0.0m/s²
11931.5	Steering wheel angle                                   -2.0°
11941.8	Steering wheel angle                                   -2.0°
11945.4	Vehicle yaw rate                                       0.16°/s
11945.4	Vehicle longitudinal acceleration (+ means forward)    0.8m/s²
11945.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
11951.5	Steering wheel angle                                   -2.0°
11961.4	Steering wheel angle                                   -2.0°
11965.4	Vehicle yaw rate                                       -0.01°/s
11965.4	Vehicle longitudinal acceleration (+ means forward)    0.8m/s²
11965.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
11971.5	Steering wheel angle                                   -2.0°
11981.5	Steering wheel angle                                   -2.0°
11985.4	Vehicle yaw rate                                       0.16°/s
11985.4	Vehicle longitudinal acceleration (+ means forward)    0.64m/s²
11985.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
11986.3	Displayed vehicle speed                                78.2km/h
11991.9	Steering wheel angle                                   -2.0°
12000.0	GPS                                                    52.721916°, 13.226883°
12001.5	Steering wheel angle                                   -2.0°
12005.4	Vehicle yaw rate                                       -0.01°/s
12005.4	Vehicle longitudinal acceleration (+ means forward)    0.88m/s²
12005.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
12011.8	Steering wheel angle                                   -2.0°
12021.6	Steering wheel angle                                   -4.0°
12025.4	Vehicle yaw rate                                       -0.01°/s
12025.4	Vehicle longitudinal acceleration (+ means forward)    0.88m/s²
12025.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
12031.5	Steering wheel angle                                   -4.0°
12041.5	Steering wheel angle                                   -4.0°
12045.4	Vehicle yaw rate                                       0.16°/s
12045.4	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12045.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
12051.5	Steering wheel angle                                   -4.0°
12061.4	Steering wheel angle                                   -4.0°
12065.3	Vehicle yaw rate                                       0.16°/s
12065.3	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12065.3	Vehicle lateral acceleration (+ means left)            0.0m/s²
12071.4	Steering wheel angle                                   -4.0°
12081.5	Steering wheel angle                                   -4.0°
12085.3	Vehicle yaw rate                                       0.16°/s
12085.3	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12085.3	Vehicle lateral acceleration (+ means left)            0.0m/s²
12087.1	Displayed vehicle speed                                78.4km/h
12091.8	Steering wheel angle                                   -4.0°
12101.4	Steering wheel angle                                   -4.0°
12105.4	Vehicle yaw rate                                       -0.01°/s
12105.4	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12105.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
12111.5	Steering wheel angle                                   -4.0°
12121.6	Steering wheel angle                                   -6.0°
12125.2	Vehicle yaw rate                                       0.16°/s
12125.2	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12125.2	Vehicle lateral acceleration (+ means left)            0.0m/s²
12131.6	Steering wheel angle                                   -6.0°
12141.5	Steering wheel angle                                   -6.0°
12145.3	Vehicle yaw rate                                       0.33°/s
12145.3	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12145.3	Vehicle lateral acceleration (+ means left)            0.0m/s²
12151.5	Steering wheel angle                                   -6.0°
12161.4	Steering wheel angle                                   -6.0°
12165.4	Vehicle yaw rate                                       0.33°/s
12165.4	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12165.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
12171.4	Steering wheel angle                                   -8.0°
12181.4	Steering wheel angle                                   -8.0°
12185.3	Vehicle yaw rate                                       0.33°/s
12185.3	Vehicle longitudinal acceleration (+ means forward)    0.56m/s²
12185.3	Vehicle lateral acceleration (+ means left)            0.08m/s²
12187.4	Displayed vehicle speed                                78.6km/h
12191.5	Steering wheel angle                                   -8.0°
12201.3	Steering wheel angle                                   -8.0°
12205.4	Vehicle yaw rate                                       0.51°/s
12205.4	Vehicle longitudinal acceleration (+ means forward)    0.64m/s²
12205.4	Vehicle lateral acceleration (+ means left)            0.0m/s²
12211.5	Steering wheel angle                                   -8.0°
12221.5	Steering wheel angle                                   -8.0°
12225.3	Vehicle yaw rate                                       0.68°/s
12225.3	Vehicle longitudinal acceleration (+ means forward)    0.56m/s²
12225.3	Vehicle lateral acceleration (+ means left)            0.08m/s²
12231.4	Steering wheel angle                                   -8.0°
12241.4	Steering wheel angle                                   -8.0°
12245.5	Vehicle yaw rate                                       0.86°/s
12245.5	Vehicle longitudinal acceleration (+ means forward)    0.56m/s²
12245.5	Vehicle lateral acceleration (+ means left)            0.0m/s²
12251.6	Steering wheel angle                                   -8.0°
12261.3	Steering wheel angle                                   -8.0°
12265.4	Vehicle yaw rate                                       1.03°/s
12265.4	Vehicle longitudinal acceleration (+ means forward)    0.72m/s²
12265.4	Vehicle lateral acceleration (+ means left)            0.08m/s²
12271.4	Steering wheel angle                                   -8.0°
12281.3	Steering wheel angle                                   -8.0°
12285.3	Vehicle yaw rate                                       1.21°/s
